Unnamed: 0,sentence,id,phrase,sentiment,fine,coarse,Predicted_Label,Flag
1755,Writer\/director Alexander Payne ( Election ) and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .,47700.0,Writer\/director Alexander Payne ( Election ) and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .,0.75,positive,positive,positive,1
1756,A movie that at its best doesn't just make the most out of its characters ' flaws but insists on the virtue of imperfection .,44170.0,A movie that at its best does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection .,0.59722,neutral,neutral,positive,0
1757,"It's tough to watch , but it's a fantastic movie .",45764.0,"It 's tough to watch , but it 's a fantastic movie .",0.80556,very positive,positive,positive,0
1758,The best animated feature to hit theaters since Beauty and the Beast 11 years ago .,46981.0,The best animated feature to hit theaters since Beauty and the Beast 11 years ago .,0.8333299999999999,very positive,positive,positive,0
1759,What saves this deeply affecting film from being merely a collection of wrenching cases is Corcuera's attention to detail .,47600.0,What saves this deeply affecting film from being merely a collection of wrenching cases is Corcuera 's attention to detail .,0.69444,positive,positive,neutral,0
1760,Pacino is the best he's been in years and Keener is marvelous .,46470.0,Pacino is the best he 's been in years and Keener is marvelous .,0.88889,very positive,positive,positive,0
1761,"A solid , spooky entertainment worthy of the price of a ticket .",44260.0,"A solid , spooky entertainment worthy of the price of a ticket .",0.75,positive,positive,positive,1
1762,"By turns fanciful , grisly and engagingly quixotic .",44825.0,"By turns fanciful , grisly and engagingly quixotic .",0.69444,positive,positive,negative,0
1763,"... very funny , very enjoyable ...",43872.0,"... very funny , very enjoyable ...",0.91667,very positive,positive,very positive,1
1764,Adaptation is intricately constructed and in a strange way nails all of Orlean's themes without being a true adaptation of her book .,44366.0,Adaptation is intricately constructed and in a strange way nails all of Orlean 's themes without being a true adaptation of her book .,0.63889,positive,positive,positive,1
1765,So purely enjoyable that you might not even notice it's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .,46751.0,So purely enjoyable that you might not even notice it 's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .,0.79167,positive,positive,positive,1
1766,Moonlight Mile gives itself the freedom to feel contradictory things .,46204.0,Moonlight Mile gives itself the freedom to feel contradictory things .,0.79167,positive,positive,positive,1
1767,"It is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .",45819.0,"It is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .",0.80556,very positive,positive,positive,0
1768,"The real triumphs in Igby come from Philippe , who makes Oliver far more interesting than the character's lines would suggest , and Sarandon , who couldn't be better as a cruel but weirdly likable WASP matron .",47237.0,"The real triumphs in Igby come from Philippe , who makes Oliver far more interesting than the character 's lines would suggest , and Sarandon , who could n't be better as a cruel but weirdly likable WASP matron .",0.77778,positive,positive,positive,1
1769,Robin Williams has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side .,225639.0,Robin Williams has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side .,0.63889,positive,positive,negative,0
1770,"If you're willing to have fun with it , you won't feel cheated by the high infidelity of Unfaithful .",45629.0,"If you 're willing to have fun with it , you wo n't feel cheated by the high infidelity of Unfaithful .",0.65278,positive,positive,negative,0
1771,Australia : Land Beyond Time is an enjoyable Big Movie primarily because Australia is a weirdly beautiful place .,44620.0,Australia : Land Beyond Time is an enjoyable Big Movie primarily because Australia is a weirdly beautiful place .,0.75,positive,positive,positive,1
1772,Hoffman's performance is authentic to the core of his being .,45502.0,Hoffman 's performance is authentic to the core of his being .,0.73611,positive,positive,negative,0
1773,Told just proficiently enough to trounce its overly comfortable trappings .,47438.0,Told just proficiently enough to trounce its overly comfortable trappings .,0.69444,positive,positive,positive,1
1774,"An enthralling aesthetic experience , one that's steeped in mystery and a ravishing , baroque beauty .",44483.0,"An enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty .",0.81944,very positive,positive,very positive,1
1775,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths .,47231.0,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths .,0.8333299999999999,very positive,positive,positive,0
1776,A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .,43985.0,A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .,0.81944,very positive,positive,positive,0
1777,What could have been a daytime soap opera is actually a compelling look at a young woman's tragic odyssey .,47596.0,What could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey .,0.75,positive,positive,negative,0
1778,Duvall is strong as always .,45104.0,Duvall is strong as always .,0.81944,very positive,positive,positive,0
1779,A no-holds-barred cinematic treat .,44190.0,A no-holds-barred cinematic treat .,0.81944,very positive,positive,negative,0
1780,You'd have to be a most hard-hearted person not to be moved by this drama .,47727.0,You 'd have to be a most hard-hearted person not to be moved by this drama .,0.61111,positive,positive,very positive,0
1781,Allen's underestimated charm delivers more goodies than lumps of coal .,44405.0,Allen 's underestimated charm delivers more goodies than lumps of coal .,0.66667,positive,positive,negative,0
1782,"Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs , Red Dragon rates as an exceptional thriller .",46135.0,"Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs , Red Dragon rates as an exceptional thriller .",0.86111,very positive,positive,positive,0
